method,task,regime,split,mean_success,mean_seam_failure_rate,mean_barrier_violation_rate,mean_basin_alignment,mean_descent_continuity,mean_damage_rate,mean_composition_cost,mean_energy_model_error,mean_risk_calibration_error,mean_abstention_rate,mean_predicted_seam_risk,mean_realized_seam_breach,mean_composition_utility,ci95_success,ci95_seam_failure_rate,ci95_barrier_violation_rate,ci95_basin_alignment,ci95_descent_continuity,ci95_damage_rate,ci95_composition_cost,ci95_energy_model_error,ci95_risk_calibration_error,ci95_abstention_rate,ci95_predicted_seam_risk,ci95_realized_seam_breach,ci95_composition_utility,rows
option_graph_planner,cable_route_insert,nominal,new_skill_pair,0.637500,0.210661,0.198904,0.431479,0.422535,0.054821,0.151354,0.126057,0.069349,0.060434,0.337860,0.309905,0.339364,0.106008,0.001206,0.001187,0.002067,0.002226,0.000666,0.000841,0.000773,0.000652,0.000891,0.001709,0.001627,0.106319,80
option_graph_planner,cable_route_insert,nominal,shifted_objects,0.537500,0.213903,0.201749,0.430519,0.419955,0.056459,0.152335,0.127139,0.070047,0.062057,0.342445,0.314848,0.230165,0.109948,0.001072,0.001224,0.002151,0.002383,0.000638,0.000933,0.001073,0.000648,0.000817,0.001648,0.001507,0.110173,80
option_graph_planner,cable_route_insert,nonconvex_energy,combined_stress,0.387500,0.289828,0.267076,0.357676,0.357248,0.090004,0.162375,0.193413,0.086273,0.091709,0.457903,0.422692,-0.159852,0.107431,0.001067,0.001022,0.002175,0.001985,0.000670,0.000898,0.000907,0.000578,0.000857,0.001340,0.001336,0.107226,80
option_graph_planner,cable_route_insert,nonconvex_energy,in_distribution,0.600000,0.266728,0.243356,0.372150,0.392102,0.077147,0.154741,0.178291,0.079886,0.079975,0.420807,0.387653,0.133600,0.108031,0.001137,0.001028,0.002379,0.001918,0.000660,0.000850,0.000869,0.000646,0.000796,0.001406,0.001469,0.107902,80
option_graph_planner,cable_route_insert,nonconvex_energy,long_horizon_chain,0.387500,0.279309,0.257633,0.367721,0.364575,0.085004,0.159994,0.183538,0.084254,0.087517,0.442877,0.407552,-0.125833,0.107431,0.001085,0.001149,0.002045,0.002035,0.000666,0.000743,0.000921,0.000670,0.000889,0.001475,0.001403,0.107518,80
option_graph_planner,cable_route_insert,nonconvex_energy,new_skill_pair,0.462500,0.275212,0.251073,0.363869,0.378655,0.082295,0.158300,0.184140,0.082499,0.082592,0.435177,0.400494,-0.034483,0.109948,0.001066,0.001212,0.002288,0.002159,0.000645,0.000828,0.000837,0.000656,0.000949,0.001449,0.001470,0.110305,80
option_graph_planner,cable_route_insert,nonconvex_energy,shifted_objects,0.425000,0.278982,0.253973,0.362443,0.375856,0.082993,0.158226,0.186155,0.082833,0.085320,0.440287,0.406183,-0.081127,0.109011,0.001001,0.001039,0.002069,0.002222,0.000680,0.000817,0.000887,0.000674,0.000723,0.001366,0.001380,0.109029,80
option_graph_planner,cable_route_insert,partial_observability,combined_stress,0.437500,0.283566,0.264209,0.365722,0.358697,0.090051,0.162720,0.184346,0.085351,0.089358,0.450743,0.414630,-0.094178,0.109394,0.001086,0.000906,0.002159,0.002063,0.000645,0.000961,0.000876,0.000616,0.000789,0.001378,0.001517,0.109657,80
option_graph_planner,cable_route_insert,partial_observability,in_distribution,0.512500,0.259632,0.241773,0.383210,0.390396,0.078042,0.154419,0.170325,0.079397,0.078432,0.412214,0.379736,0.059885,0.110224,0.000983,0.001058,0.002351,0.002222,0.000786,0.000857,0.001049,0.000664,0.000867,0.001281,0.001374,0.110424,80
option_graph_planner,cable_route_insert,partial_observability,long_horizon_chain,0.487500,0.273956,0.255430,0.375727,0.365709,0.084729,0.161741,0.175696,0.083196,0.084840,0.435789,0.401956,-0.012086,0.110224,0.001113,0.001079,0.002408,0.002421,0.000747,0.000836,0.000775,0.000695,0.000904,0.001404,0.001498,0.110015,80
option_graph_planner,cable_route_insert,partial_observability,new_skill_pair,0.525000,0.268647,0.249207,0.375662,0.379208,0.082483,0.157669,0.175371,0.081352,0.082437,0.426008,0.392511,0.043694,0.110121,0.001061,0.001097,0.002244,0.002442,0.000647,0.001007,0.001032,0.000685,0.001008,0.001249,0.001489,0.110234,80
option_graph_planner,cable_route_insert,partial_observability,shifted_objects,0.375000,0.271248,0.252493,0.374410,0.376693,0.083228,0.158659,0.177290,0.081080,0.083154,0.431109,0.396752,-0.114229,0.106757,0.001036,0.000968,0.001898,0.002273,0.000618,0.000797,0.000960,0.000733,0.000963,0.001592,0.001558,0.106981,80
option_graph_planner,door_open_navigation,combined_seam_stress,combined_stress,0.212500,0.322888,0.313448,0.330984,0.307985,0.115753,0.167950,0.230538,0.095131,0.106820,0.519523,0.478354,-0.475453,0.090208,0.001211,0.001163,0.002153,0.001962,0.000664,0.000876,0.000791,0.000662,0.000981,0.001712,0.001601,0.090164,80
option_graph_planner,door_open_navigation,combined_seam_stress,in_distribution,0.475000,0.310471,0.295893,0.338060,0.337194,0.106799,0.161753,0.218181,0.090037,0.097824,0.496423,0.457044,-0.156814,0.110121,0.000813,0.001037,0.002200,0.002092,0.000636,0.000820,0.000956,0.000663,0.000921,0.001486,0.001516,0.110588,80
option_graph_planner,door_open_navigation,combined_seam_stress,long_horizon_chain,0.450000,0.319653,0.309481,0.332328,0.311632,0.113378,0.167767,0.223267,0.094362,0.105157,0.514511,0.473580,-0.223882,0.109706,0.001014,0.001160,0.002232,0.002275,0.000656,0.000776,0.000949,0.000570,0.000910,0.001487,0.001520,0.109736,80
option_graph_planner,door_open_navigation,combined_seam_stress,new_skill_pair,0.462500,0.315441,0.303591,0.334395,0.326549,0.110180,0.163256,0.222533,0.093046,0.100706,0.507319,0.466074,-0.191924,0.109948,0.000933,0.001018,0.002187,0.002054,0.000650,0.000848,0.000984,0.000698,0.000754,0.001320,0.001511,0.110035,80
option_graph_planner,door_open_navigation,combined_seam_stress,shifted_objects,0.462500,0.317215,0.305167,0.332285,0.322747,0.112206,0.163718,0.224611,0.093229,0.102804,0.509043,0.468968,-0.200058,0.109948,0.000827,0.001097,0.002287,0.002184,0.000607,0.000717,0.000937,0.000739,0.000870,0.001326,0.001318,0.110102,80
option_graph_planner,door_open_navigation,contact_mode_transition,combined_stress,0.375000,0.282582,0.268999,0.369792,0.349295,0.091429,0.163598,0.179859,0.085095,0.088374,0.452611,0.416504,-0.160313,0.106757,0.001101,0.001044,0.002069,0.002150,0.000674,0.000830,0.000934,0.000651,0.001032,0.001675,0.001381,0.106951,80
option_graph_planner,door_open_navigation,contact_mode_transition,in_distribution,0.400000,0.258542,0.245962,0.387575,0.381815,0.079988,0.155424,0.165686,0.078669,0.077806,0.414034,0.380772,-0.055694,0.108031,0.001179,0.001104,0.001986,0.001988,0.000654,0.000777,0.000740,0.000702,0.000963,0.001531,0.001444,0.107699,80
option_graph_planner,door_open_navigation,contact_mode_transition,long_horizon_chain,0.537500,0.271767,0.259224,0.381682,0.357083,0.086740,0.162729,0.170396,0.081927,0.085047,0.435597,0.400834,0.036954,0.109948,0.001072,0.001106,0.002121,0.002205,0.000620,0.000865,0.000844,0.000656,0.000864,0.001697,0.001355,0.109883,80
option_graph_planner,door_open_navigation,contact_mode_transition,new_skill_pair,0.425000,0.266872,0.253099,0.380939,0.371907,0.083405,0.157961,0.170971,0.080291,0.081315,0.426296,0.391758,-0.056565,0.109011,0.001156,0.001034,0.002179,0.001973,0.000670,0.001017,0.000873,0.000678,0.000819,0.001639,0.001498,0.108827,80
option_graph_planner,door_open_navigation,contact_mode_transition,shifted_objects,0.475000,0.271529,0.255472,0.379036,0.366742,0.085023,0.159818,0.172188,0.081499,0.082163,0.433544,0.397952,-0.017997,0.110121,0.001027,0.001126,0.002309,0.002060,0.000688,0.000824,0.000914,0.000608,0.000871,0.001513,0.001415,0.109744,80
option_graph_planner,door_open_navigation,dynamics_mismatch,combined_stress,0.300000,0.294264,0.282686,0.358261,0.334894,0.101121,0.164532,0.199473,0.087990,0.094547,0.471773,0.434692,-0.286039,0.101054,0.001056,0.001184,0.002272,0.002187,0.000621,0.000922,0.000948,0.000593,0.000787,0.001563,0.001525,0.100915,80
option_graph_planner,door_open_navigation,dynamics_mismatch,in_distribution,0.500000,0.270633,0.259788,0.374996,0.370174,0.089232,0.157318,0.186177,0.081835,0.083907,0.435043,0.400138,-0.006780,0.110259,0.001020,0.001113,0.002269,0.002125,0.000662,0.000846,0.001006,0.000715,0.000770,0.001567,0.001383,0.110166,80
option_graph_planner,door_open_navigation,dynamics_mismatch,long_horizon_chain,0.487500,0.283796,0.273767,0.370811,0.341852,0.096062,0.163159,0.190016,0.086107,0.090737,0.457334,0.419370,-0.064892,0.110224,0.000962,0.001163,0.002323,0.002266,0.000607,0.000837,0.000959,0.000649,0.000877,0.001498,0.001328,0.109983,80
option_graph_planner,door_open_navigation,dynamics_mismatch,new_skill_pair,0.512500,0.279445,0.267464,0.371523,0.360271,0.093175,0.159027,0.189786,0.083853,0.086423,0.448560,0.412055,-0.019589,0.110224,0.001125,0.001114,0.002285,0.001994,0.000676,0.000804,0.000977,0.000703,0.000887,0.001759,0.001495,0.110546,80
option_graph_planner,door_open_navigation,dynamics_mismatch,shifted_objects,0.375000,0.281458,0.270880,0.367217,0.354188,0.094808,0.160417,0.192803,0.085390,0.087289,0.453730,0.416001,-0.169015,0.106757,0.001024,0.001059,0.002064,0.002145,0.000667,0.000811,0.000984,0.000675,0.000894,0.001590,0.001549,0.106636,80
option_graph_planner,door_open_navigation,high_barrier,combined_stress,0.375000,0.269928,0.264964,0.384676,0.350273,0.087702,0.163612,0.163394,0.082295,0.084772,0.437620,0.401633,-0.127652,0.106757,0.000999,0.001086,0.002090,0.002311,0.000682,0.001052,0.000986,0.000655,0.000945,0.001417,0.001638,0.107041,80
option_graph_planner,door_open_navigation,high_barrier,in_distribution,0.525000,0.245340,0.242238,0.404606,0.384531,0.076238,0.155620,0.148205,0.076181,0.073409,0.397526,0.365815,0.103757,0.110121,0.001196,0.001116,0.002097,0.001961,0.000689,0.000886,0.000914,0.000676,0.000785,0.001657,0.001525,0.110235,80
option_graph_planner,door_open_navigation,high_barrier,long_horizon_chain,0.400000,0.257804,0.255402,0.396937,0.357792,0.083711,0.161987,0.152977,0.080357,0.081696,0.418431,0.384117,-0.067626,0.108031,0.001209,0.001081,0.002049,0.002357,0.000656,0.000900,0.000959,0.000702,0.000885,0.001367,0.001492,0.108018,80
option_graph_planner,door_open_navigation,high_barrier,new_skill_pair,0.512500,0.254342,0.248759,0.395941,0.372667,0.080370,0.158020,0.153898,0.078208,0.077831,0.411034,0.378002,0.062908,0.110224,0.000917,0.000980,0.002223,0.002208,0.000747,0.000959,0.000854,0.000624,0.000804,0.001474,0.001379,0.110505,80
option_graph_planner,door_open_navigation,high_barrier,shifted_objects,0.550000,0.256195,0.252372,0.395011,0.366310,0.081548,0.158280,0.155958,0.079084,0.079836,0.415604,0.380736,0.090742,0.109706,0.001230,0.001128,0.002428,0.002355,0.000626,0.000953,0.000806,0.000704,0.000880,0.001737,0.001607,0.109641,80
option_graph_planner,door_open_navigation,narrow_basin,combined_stress,0.475000,0.254296,0.233508,0.392601,0.387617,0.072368,0.159988,0.154035,0.077771,0.075750,0.402356,0.369951,0.049164,0.110121,0.000986,0.001212,0.002192,0.002284,0.000626,0.000933,0.000839,0.000734,0.000958,0.001637,0.001476,0.109962,80
option_graph_planner,door_open_navigation,narrow_basin,in_distribution,0.562500,0.229902,0.210720,0.411615,0.417537,0.060437,0.151961,0.139988,0.071156,0.063948,0.363432,0.335120,0.216737,0.109394,0.001167,0.001133,0.002200,0.001987,0.000530,0.000841,0.001064,0.000759,0.000886,0.001644,0.001609,0.109149,80
option_graph_planner,door_open_navigation,narrow_basin,long_horizon_chain,0.475000,0.241817,0.224399,0.405655,0.392568,0.067725,0.157773,0.145747,0.075266,0.072199,0.384450,0.353339,0.083807,0.110121,0.001038,0.001026,0.002277,0.001941,0.000833,0.000887,0.001029,0.000710,0.000885,0.001510,0.001448,0.110253,80
option_graph_planner,door_open_navigation,narrow_basin,new_skill_pair,0.637500,0.237081,0.217952,0.404436,0.408905,0.064692,0.153576,0.145401,0.073291,0.068668,0.375917,0.346617,0.265828,0.106008,0.001029,0.001036,0.002118,0.002215,0.000619,0.000915,0.001007,0.000565,0.000867,0.001262,0.001389,0.105737,80
option_graph_planner,door_open_navigation,narrow_basin,shifted_objects,0.537500,0.241342,0.220613,0.400816,0.404768,0.065617,0.155368,0.146915,0.074870,0.069631,0.382418,0.351644,0.154625,0.109948,0.001130,0.001223,0.002242,0.001997,0.000659,0.000991,0.000926,0.000619,0.001031,0.001608,0.001741,0.110166,80
option_graph_planner,door_open_navigation,nominal,combined_stress,0.562500,0.221623,0.210420,0.426016,0.399937,0.060507,0.155386,0.133120,0.071878,0.064853,0.355123,0.326543,0.225292,0.109394,0.001138,0.001099,0.002031,0.002108,0.000708,0.000730,0.000956,0.000646,0.000917,0.001755,0.001452,0.109364,80
option_graph_planner,door_open_navigation,nominal,in_distribution,0.700000,0.197337,0.186753,0.445647,0.433270,0.048768,0.147937,0.119836,0.065687,0.053474,0.317040,0.290793,0.443627,0.101054,0.000958,0.001025,0.002223,0.002533,0.000650,0.000889,0.000878,0.000716,0.000942,0.001355,0.001348,0.101405,80
option_graph_planner,door_open_navigation,nominal,long_horizon_chain,0.575000,0.209531,0.202130,0.440153,0.409020,0.055354,0.154860,0.125202,0.069552,0.061846,0.336749,0.310801,0.272615,0.109011,0.001027,0.001031,0.002599,0.001908,0.000652,0.000792,0.001177,0.000738,0.000940,0.001591,0.001542,0.109358,80
option_graph_planner,door_open_navigation,nominal,new_skill_pair,0.600000,0.206869,0.194979,0.440006,0.425257,0.053097,0.150818,0.124287,0.067514,0.058278,0.331036,0.304288,0.315719,0.108031,0.001003,0.001088,0.001859,0.002162,0.000699,0.000752,0.000925,0.000661,0.000858,0.001505,0.001603,0.108165,80
option_graph_planner,door_open_navigation,nominal,shifted_objects,0.575000,0.209327,0.197749,0.437728,0.417166,0.054402,0.151869,0.126086,0.068585,0.059254,0.335795,0.308023,0.280211,0.109011,0.001108,0.000989,0.002275,0.002114,0.000660,0.000730,0.000985,0.000632,0.000848,0.001441,0.001413,0.109000,80
option_graph_planner,door_open_navigation,nonconvex_energy,combined_stress,0.425000,0.286156,0.263055,0.360452,0.359731,0.088241,0.162118,0.192099,0.085132,0.088296,0.453041,0.416739,-0.110700,0.109011,0.001195,0.001154,0.002312,0.002076,0.000602,0.000863,0.000908,0.000615,0.000947,0.001548,0.001743,0.109007,80
option_graph_planner,door_open_navigation,nonconvex_energy,in_distribution,0.650000,0.261314,0.240719,0.380905,0.391978,0.075557,0.156022,0.176787,0.079257,0.077095,0.414304,0.380991,0.195834,0.105180,0.000906,0.001005,0.002278,0.002195,0.000656,0.000866,0.000855,0.000635,0.000879,0.001450,0.001418,0.105432,80
option_graph_planner,door_open_navigation,nonconvex_energy,long_horizon_chain,0.350000,0.274278,0.254426,0.373794,0.365696,0.082591,0.161045,0.182763,0.082710,0.085537,0.434875,0.400110,-0.150570,0.105180,0.001342,0.000998,0.002273,0.002394,0.000667,0.000885,0.000968,0.000594,0.000863,0.001649,0.001527,0.104933,80
option_graph_planner,door_open_navigation,nonconvex_energy,new_skill_pair,0.462500,0.270419,0.247681,0.372189,0.383046,0.079790,0.157594,0.183009,0.080933,0.081331,0.427627,0.393107,-0.019582,0.109948,0.001051,0.001104,0.002017,0.002715,0.000635,0.000812,0.000899,0.000678,0.000920,0.001425,0.001426,0.109793,80
option_graph_planner,door_open_navigation,nonconvex_energy,shifted_objects,0.525000,0.273089,0.250834,0.368489,0.377158,0.081427,0.158367,0.184763,0.081741,0.081707,0.431393,0.398010,0.032110,0.110121,0.000874,0.001036,0.001836,0.002176,0.000622,0.000964,0.000922,0.000603,0.000903,0.001400,0.001422,0.110032,80
option_graph_planner,door_open_navigation,partial_observability,combined_stress,0.437500,0.278532,0.260958,0.371448,0.359354,0.088725,0.161955,0.182628,0.083528,0.087084,0.443482,0.408716,-0.081574,0.109394,0.001084,0.001158,0.002131,0.002069,0.000628,0.000840,0.000967,0.000667,0.000910,0.001458,0.001414,0.109639,80
option_graph_planner,door_open_navigation,partial_observability,in_distribution,0.562500,0.255652,0.237489,0.389532,0.392668,0.075911,0.154215,0.169293,0.077206,0.073605,0.405604,0.373406,0.124041,0.109394,0.001089,0.001083,0.002384,0.001922,0.000674,0.000844,0.001029,0.000655,0.000812,0.001611,0.001525,0.109329,80
option_graph_planner,door_open_navigation,partial_observability,long_horizon_chain,0.462500,0.267306,0.252282,0.383579,0.365179,0.083372,0.160923,0.175231,0.081972,0.082953,0.426652,0.392965,-0.023810,0.109948,0.001174,0.001097,0.002484,0.002317,0.000610,0.000913,0.000976,0.000572,0.000988,0.001783,0.001469,0.109866,80
option_graph_planner,door_open_navigation,partial_observability,new_skill_pair,0.462500,0.264094,0.244928,0.382843,0.381083,0.080911,0.156894,0.174174,0.079532,0.079682,0.418991,0.386319,-0.004913,0.109948,0.001057,0.001115,0.002004,0.002337,0.000659,0.000730,0.000889,0.000661,0.000870,0.001725,0.001534,0.109862,80
option_graph_planner,door_open_navigation,partial_observability,shifted_objects,0.500000,0.265844,0.249014,0.381340,0.377063,0.081721,0.158340,0.175434,0.079667,0.080397,0.423457,0.389506,0.024166,0.110259,0.001062,0.001188,0.002290,0.002015,0.000716,0.000783,0.000962,0.000664,0.000969,0.001632,0.001631,0.110219,80
option_graph_planner,drawer_to_pick_transfer,combined_seam_stress,combined_stress,0.375000,0.322522,0.312726,0.332556,0.309291,0.115978,0.166699,0.229351,0.094842,0.104518,0.519089,0.477916,-0.309975,0.106757,0.001200,0.001209,0.001939,0.002020,0.000629,0.000947,0.000970,0.000688,0.000800,0.001772,0.001634,0.106338,80
option_graph_planner,drawer_to_pick_transfer,combined_seam_stress,in_distribution,0.375000,0.311350,0.295087,0.336980,0.338942,0.105599,0.160463,0.218296,0.089710,0.097011,0.497501,0.457812,-0.254948,0.106757,0.001171,0.000923,0.002363,0.002386,0.000587,0.000848,0.000922,0.000676,0.000919,0.001593,0.001610,0.107058,80
option_graph_planner,drawer_to_pick_transfer,combined_seam_stress,long_horizon_chain,0.387500,0.319724,0.309038,0.336502,0.311877,0.113241,0.167752,0.222631,0.093731,0.103948,0.514919,0.472802,-0.283767,0.107431,0.001041,0.001055,0.002099,0.002438,0.000653,0.000879,0.000863,0.000704,0.000986,0.001457,0.001456,0.107444,80
option_graph_planner,drawer_to_pick_transfer,combined_seam_stress,new_skill_pair,0.375000,0.316125,0.301455,0.336595,0.328609,0.110193,0.163577,0.222953,0.091390,0.101026,0.505570,0.466083,-0.276519,0.106757,0.000991,0.001003,0.001997,0.002040,0.000634,0.000710,0.001009,0.000573,0.000920,0.001372,0.001371,0.106665,80
option_graph_planner,drawer_to_pick_transfer,combined_seam_stress,shifted_objects,0.350000,0.316573,0.303518,0.334530,0.323777,0.111086,0.164589,0.223350,0.092533,0.101332,0.507602,0.467469,-0.307565,0.105180,0.001220,0.001065,0.002178,0.002365,0.000709,0.000915,0.000980,0.000690,0.000827,0.001525,0.001453,0.105163,80
option_graph_planner,drawer_to_pick_transfer,contact_mode_transition,combined_stress,0.425000,0.282503,0.267996,0.368021,0.352732,0.090856,0.163541,0.180455,0.084999,0.088937,0.451260,0.416224,-0.108741,0.109011,0.000953,0.001134,0.002022,0.002269,0.000714,0.000886,0.000833,0.000737,0.000995,0.001604,0.001469,0.108993,80
option_graph_planner,drawer_to_pick_transfer,contact_mode_transition,in_distribution,0.525000,0.258414,0.244474,0.386209,0.385423,0.078855,0.155433,0.166442,0.078473,0.076996,0.412287,0.380289,0.072252,0.110121,0.001214,0.001016,0.002108,0.001951,0.000613,0.000866,0.000956,0.000660,0.000824,0.001649,0.001547,0.109490,80
option_graph_planner,drawer_to_pick_transfer,contact_mode_transition,long_horizon_chain,0.425000,0.272016,0.257363,0.377539,0.360469,0.086246,0.162144,0.171889,0.081756,0.084258,0.434489,0.400010,-0.074368,0.109011,0.000988,0.001163,0.002453,0.002107,0.000681,0.000782,0.000908,0.000721,0.000898,0.001437,0.001366,0.109118,80
option_graph_planner,drawer_to_pick_transfer,contact_mode_transition,new_skill_pair,0.437500,0.268084,0.251382,0.379986,0.374407,0.083340,0.158042,0.171246,0.080597,0.080050,0.427154,0.393678,-0.043304,0.109394,0.001074,0.001123,0.002210,0.002224,0.000677,0.000821,0.000880,0.000625,0.000926,0.001523,0.001515,0.109247,80
option_graph_planner,drawer_to_pick_transfer,contact_mode_transition,shifted_objects,0.512500,0.271767,0.254642,0.377620,0.369014,0.084774,0.158997,0.172428,0.081049,0.081974,0.432376,0.398121,0.020805,0.110224,0.000956,0.000951,0.001932,0.002283,0.000648,0.000921,0.000893,0.000678,0.000801,0.001465,0.001423,0.110058,80
option_graph_planner,drawer_to_pick_transfer,dynamics_mismatch,combined_stress,0.375000,0.294595,0.280898,0.358431,0.339062,0.100919,0.164299,0.199769,0.088546,0.093825,0.471523,0.434537,-0.208680,0.106757,0.001158,0.001232,0.002264,0.002515,0.000603,0.001102,0.000887,0.000596,0.000824,0.001431,0.001488,0.106686,80
option_graph_planner,drawer_to_pick_transfer,dynamics_mismatch,in_distribution,0.512500,0.270483,0.258704,0.378144,0.368063,0.088431,0.156066,0.184948,0.081902,0.083355,0.434307,0.399383,0.008872,0.110224,0.000990,0.001185,0.002257,0.001848,0.000720,0.000953,0.000983,0.000649,0.000939,0.001490,0.001511,0.110220,80
option_graph_planner,drawer_to_pick_transfer,dynamics_mismatch,long_horizon_chain,0.387500,0.283521,0.273390,0.371357,0.342405,0.096094,0.162343,0.191134,0.085899,0.090020,0.455980,0.419052,-0.164146,0.107431,0.001196,0.001142,0.002151,0.002267,0.000649,0.000877,0.000915,0.000699,0.000842,0.001612,0.001659,0.107364,80
option_graph_planner,drawer_to_pick_transfer,dynamics_mismatch,new_skill_pair,0.600000,0.280492,0.266589,0.368947,0.360626,0.092704,0.159261,0.190410,0.083926,0.086557,0.449847,0.412453,0.067103,0.108031,0.001075,0.001140,0.002440,0.002683,0.000675,0.000884,0.000897,0.000647,0.000914,0.001580,0.001578,0.107894,80
option_graph_planner,drawer_to_pick_transfer,dynamics_mismatch,shifted_objects,0.462500,0.282702,0.268918,0.366890,0.356567,0.093843,0.161500,0.192417,0.084783,0.088184,0.452678,0.416148,-0.079384,0.109948,0.001218,0.001107,0.002129,0.002318,0.000616,0.000822,0.000952,0.000682,0.000819,0.001537,0.001630,0.109421,80
option_graph_planner,drawer_to_pick_transfer,high_barrier,combined_stress,0.475000,0.269282,0.263485,0.384299,0.351761,0.087403,0.162326,0.163008,0.082948,0.084848,0.434516,0.400325,-0.025115,0.110121,0.001072,0.000983,0.002460,0.002470,0.000646,0.000846,0.000808,0.000672,0.000956,0.001439,0.001516,0.109889,80
option_graph_planner,drawer_to_pick_transfer,high_barrier,in_distribution,0.537500,0.245202,0.241071,0.402441,0.386542,0.075074,0.155226,0.148757,0.075848,0.072973,0.397612,0.365025,0.118500,0.109948,0.001088,0.001310,0.002072,0.001995,0.000687,0.000866,0.000794,0.000620,0.000941,0.001575,0.001597,0.110075,80
option_graph_planner,drawer_to_pick_transfer,high_barrier,long_horizon_chain,0.425000,0.258181,0.254624,0.395109,0.355383,0.081927,0.162872,0.154486,0.079655,0.080894,0.418302,0.384417,-0.042195,0.109011,0.000943,0.001125,0.002175,0.002275,0.000768,0.000826,0.000976,0.000642,0.000923,0.001420,0.001343,0.109104,80
option_graph_planner,drawer_to_pick_transfer,high_barrier,new_skill_pair,0.525000,0.253917,0.247800,0.396000,0.374866,0.079866,0.157584,0.154240,0.078190,0.076575,0.410627,0.377878,0.077882,0.110121,0.001009,0.001240,0.002296,0.002262,0.000808,0.000927,0.000938,0.000613,0.000925,0.001543,0.001431,0.110211,80
option_graph_planner,drawer_to_pick_transfer,high_barrier,shifted_objects,0.487500,0.256747,0.250560,0.395247,0.370026,0.081190,0.157805,0.155576,0.077723,0.077822,0.414167,0.381253,0.032100,0.110224,0.001054,0.001183,0.001864,0.002262,0.000764,0.000857,0.000960,0.000802,0.000843,0.001396,0.001417,0.110567,80
option_graph_planner,drawer_to_pick_transfer,narrow_basin,combined_stress,0.500000,0.252273,0.231524,0.394184,0.387418,0.072637,0.159662,0.154405,0.077078,0.076627,0.399016,0.367598,0.077791,0.110259,0.001322,0.001136,0.002335,0.002062,0.000743,0.000849,0.001030,0.000742,0.000834,0.001782,0.001591,0.110192,80
option_graph_planner,drawer_to_pick_transfer,narrow_basin,in_distribution,0.587500,0.229688,0.208194,0.411161,0.419508,0.060060,0.151716,0.139683,0.071420,0.064452,0.362692,0.333476,0.244767,0.108557,0.001038,0.001102,0.002447,0.002277,0.000710,0.000886,0.000912,0.000662,0.000874,0.001465,0.001270,0.108881,80
option_graph_planner,drawer_to_pick_transfer,narrow_basin,long_horizon_chain,0.412500,0.241988,0.222838,0.404754,0.393743,0.067031,0.158423,0.145804,0.075333,0.071829,0.382754,0.352666,0.023028,0.108557,0.001070,0.001252,0.002389,0.002054,0.000716,0.000867,0.000975,0.000592,0.000934,0.001614,0.001526,0.108743,80
option_graph_planner,drawer_to_pick_transfer,narrow_basin,new_skill_pair,0.525000,0.238641,0.217055,0.403192,0.410139,0.064312,0.154432,0.146103,0.073653,0.068625,0.376705,0.346950,0.152335,0.110121,0.001167,0.001087,0.002184,0.002248,0.000739,0.000748,0.000841,0.000706,0.000820,0.001543,0.001452,0.110097,80
option_graph_planner,drawer_to_pick_transfer,narrow_basin,shifted_objects,0.662500,0.242343,0.219006,0.401906,0.407099,0.065509,0.155267,0.147039,0.073987,0.069354,0.382713,0.352173,0.281645,0.104273,0.000991,0.001073,0.002247,0.002214,0.000594,0.000921,0.000907,0.000703,0.000835,0.001438,0.001173,0.104366,80
option_graph_planner,drawer_to_pick_transfer,nominal,combined_stress,0.450000,0.220560,0.209999,0.425346,0.402977,0.060632,0.156008,0.132711,0.071687,0.064490,0.353911,0.325515,0.114775,0.109706,0.001121,0.001209,0.001964,0.002237,0.000608,0.000980,0.000982,0.000650,0.000854,0.001779,0.001662,0.109571,80
option_graph_planner,drawer_to_pick_transfer,nominal,in_distribution,0.600000,0.196971,0.187080,0.443359,0.434373,0.048021,0.148062,0.120335,0.065553,0.053191,0.316115,0.290762,0.343892,0.108031,0.001126,0.001052,0.002330,0.002067,0.000730,0.000738,0.000950,0.000614,0.000884,0.001569,0.001393,0.108175,80
option_graph_planner,drawer_to_pick_transfer,nominal,long_horizon_chain,0.537500,0.210554,0.200179,0.438380,0.410969,0.055569,0.154379,0.124355,0.069009,0.060549,0.338391,0.310340,0.236681,0.109948,0.001000,0.001097,0.002156,0.002123,0.000655,0.000991,0.000904,0.000574,0.000839,0.001451,0.001429,0.109942,80
option_graph_planner,drawer_to_pick_transfer,nominal,new_skill_pair,0.562500,0.206021,0.193826,0.437110,0.426156,0.052819,0.150279,0.125134,0.067615,0.057075,0.329401,0.302764,0.279453,0.109394,0.001046,0.000971,0.002177,0.002126,0.000712,0.000755,0.000961,0.000636,0.000798,0.001421,0.001461,0.109467,80
option_graph_planner,drawer_to_pick_transfer,nominal,shifted_objects,0.512500,0.209479,0.197545,0.435721,0.421328,0.054267,0.151707,0.126380,0.067941,0.058515,0.334739,0.307541,0.218813,0.110224,0.001257,0.001014,0.002457,0.002215,0.000660,0.000920,0.001077,0.000757,0.000776,0.001639,0.001620,0.110033,80
option_graph_planner,drawer_to_pick_transfer,nonconvex_energy,combined_stress,0.325000,0.285716,0.262245,0.360032,0.361427,0.087608,0.161939,0.192387,0.084877,0.087719,0.451715,0.416213,-0.208530,0.103285,0.000933,0.001133,0.002087,0.001790,0.000705,0.000943,0.000977,0.000667,0.000887,0.001360,0.001260,0.102986,80
