method,task,regime,split,mean_success,mean_seam_failure_rate,mean_barrier_violation_rate,mean_basin_alignment,mean_descent_continuity,mean_damage_rate,mean_composition_cost,mean_energy_model_error,mean_risk_calibration_error,mean_abstention_rate,mean_predicted_seam_risk,mean_realized_seam_breach,mean_composition_utility,ci95_success,ci95_seam_failure_rate,ci95_barrier_violation_rate,ci95_basin_alignment,ci95_descent_continuity,ci95_damage_rate,ci95_composition_cost,ci95_energy_model_error,ci95_risk_calibration_error,ci95_abstention_rate,ci95_predicted_seam_risk,ci95_realized_seam_breach,ci95_composition_utility,rows
barrier_certified_energy_composer_v5,door_open_navigation,partial_observability,new_skill_pair,0.812500,0.062578,0.076096,0.760180,0.748845,0.063579,0.185875,0.107052,0.047510,0.097248,0.090694,0.083805,0.928514,0.086071,0.001320,0.001162,0.002107,0.002163,0.000644,0.000922,0.000935,0.000701,0.000821,0.001778,0.001634,0.086167,80
barrier_certified_energy_composer_v5,door_open_navigation,partial_observability,shifted_objects,0.837500,0.064131,0.076999,0.760199,0.746414,0.064471,0.187028,0.108337,0.048426,0.098732,0.092017,0.086034,0.948211,0.081351,0.001217,0.000979,0.002208,0.002303,0.000701,0.000744,0.000947,0.000705,0.000963,0.001723,0.001657,0.081453,80
barrier_certified_energy_composer_v5,drawer_to_pick_transfer,combined_seam_stress,combined_stress,0.700000,0.097596,0.118613,0.737911,0.711660,0.099349,0.194752,0.156927,0.062242,0.123310,0.152673,0.141170,0.659572,0.101054,0.000961,0.001194,0.002424,0.002089,0.000640,0.000832,0.000953,0.000607,0.000912,0.001462,0.001387,0.101453,80
barrier_certified_energy_composer_v5,drawer_to_pick_transfer,combined_seam_stress,in_distribution,0.800000,0.092002,0.108261,0.740588,0.732435,0.088598,0.190315,0.146547,0.057072,0.114939,0.139774,0.129395,0.800574,0.088207,0.001012,0.001193,0.002060,0.002122,0.000664,0.000903,0.000904,0.000739,0.000961,0.001525,0.001310,0.088422,80
barrier_certified_energy_composer_v5,drawer_to_pick_transfer,combined_seam_stress,long_horizon_chain,0.762500,0.095788,0.115746,0.738495,0.714057,0.095952,0.195567,0.150890,0.060419,0.122343,0.149103,0.136352,0.734029,0.093841,0.001241,0.001026,0.002017,0.002062,0.000656,0.000777,0.000973,0.000766,0.000893,0.001750,0.001553,0.094140,80
barrier_certified_energy_composer_v5,drawer_to_pick_transfer,combined_seam_stress,new_skill_pair,0.750000,0.094793,0.111940,0.739426,0.725874,0.092630,0.191500,0.149830,0.059107,0.118705,0.144292,0.133708,0.735319,0.095487,0.000969,0.001296,0.002370,0.002124,0.000706,0.000831,0.001004,0.000717,0.000868,0.001517,0.001339,0.095777,80
barrier_certified_energy_composer_v5,drawer_to_pick_transfer,combined_seam_stress,shifted_objects,0.812500,0.096003,0.113900,0.737902,0.723692,0.093503,0.191949,0.152120,0.060380,0.119559,0.147732,0.138092,0.791198,0.086071,0.001119,0.001047,0.002052,0.002047,0.000700,0.000818,0.001014,0.000615,0.000848,0.001441,0.001399,0.086052,80
barrier_certified_energy_composer_v5,drawer_to_pick_transfer,contact_mode_transition,combined_stress,0.762500,0.072923,0.089616,0.759687,0.734989,0.073763,0.192362,0.110699,0.052274,0.107683,0.108894,0.102572,0.836526,0.093841,0.000998,0.000977,0.002351,0.002099,0.000634,0.000963,0.000897,0.000633,0.000900,0.001366,0.001234,0.093616,80
barrier_certified_energy_composer_v5,drawer_to_pick_transfer,contact_mode_transition,in_distribution,0.812500,0.058261,0.076373,0.764131,0.756113,0.061456,0.185024,0.098726,0.046903,0.095352,0.085217,0.079954,0.942217,0.086071,0.001062,0.001151,0.002211,0.002206,0.000618,0.000812,0.000870,0.000694,0.000796,0.001531,0.001364,0.085803,80
barrier_certified_energy_composer_v5,drawer_to_pick_transfer,contact_mode_transition,long_horizon_chain,0.800000,0.065635,0.083412,0.764516,0.738027,0.068887,0.190245,0.103361,0.049511,0.104142,0.098099,0.091065,0.898704,0.088207,0.001100,0.001121,0.001954,0.002254,0.000640,0.001002,0.001011,0.000675,0.000921,0.001615,0.001560,0.088090,80
barrier_certified_energy_composer_v5,drawer_to_pick_transfer,contact_mode_transition,new_skill_pair,0.762500,0.065297,0.081497,0.762313,0.748173,0.066182,0.186359,0.103739,0.048720,0.099665,0.096014,0.088572,0.869995,0.093841,0.001155,0.001100,0.002092,0.002245,0.000696,0.000909,0.000879,0.000551,0.000968,0.001372,0.001594,0.094073,80
barrier_certified_energy_composer_v5,drawer_to_pick_transfer,contact_mode_transition,shifted_objects,0.837500,0.066559,0.081158,0.762765,0.745168,0.067139,0.187169,0.104704,0.048282,0.100745,0.096599,0.090306,0.941884,0.081351,0.001029,0.001232,0.002122,0.002139,0.000734,0.001022,0.000973,0.000735,0.000835,0.001399,0.001359,0.081833,80
barrier_certified_energy_composer_v5,drawer_to_pick_transfer,dynamics_mismatch,combined_stress,0.750000,0.081188,0.097647,0.756274,0.721431,0.083296,0.193065,0.128352,0.055337,0.111824,0.123028,0.113587,0.784985,0.095487,0.001085,0.000914,0.001997,0.002129,0.000750,0.000790,0.000912,0.000622,0.000924,0.001412,0.001476,0.095337,80
barrier_certified_energy_composer_v5,drawer_to_pick_transfer,dynamics_mismatch,in_distribution,0.775000,0.066988,0.085516,0.761206,0.744893,0.070748,0.185919,0.117526,0.049694,0.101320,0.100348,0.093227,0.864621,0.092084,0.000919,0.000953,0.002049,0.002219,0.000662,0.000815,0.000895,0.000696,0.000826,0.001419,0.001349,0.091946,80
barrier_certified_energy_composer_v5,drawer_to_pick_transfer,dynamics_mismatch,long_horizon_chain,0.837500,0.072947,0.093286,0.758009,0.727486,0.078378,0.191333,0.122260,0.053169,0.108339,0.111827,0.103257,0.895412,0.081351,0.001042,0.001250,0.002303,0.001864,0.000681,0.000855,0.001048,0.000608,0.000888,0.001600,0.001518,0.081409,80
barrier_certified_energy_composer_v5,drawer_to_pick_transfer,dynamics_mismatch,new_skill_pair,0.800000,0.071720,0.089387,0.759780,0.737380,0.075876,0.188044,0.121923,0.051838,0.105054,0.107701,0.100129,0.870269,0.088207,0.001119,0.001200,0.002454,0.002199,0.000663,0.000869,0.000999,0.000762,0.000783,0.001591,0.001438,0.087957,80
barrier_certified_energy_composer_v5,drawer_to_pick_transfer,dynamics_mismatch,shifted_objects,0.750000,0.072443,0.091810,0.758648,0.732681,0.077355,0.188254,0.122810,0.052186,0.106369,0.109356,0.102436,0.813627,0.095487,0.001064,0.001159,0.001914,0.002384,0.000551,0.001008,0.000809,0.000580,0.000866,0.001678,0.001566,0.095618,80
barrier_certified_energy_composer_v5,drawer_to_pick_transfer,high_barrier,combined_stress,0.775000,0.063456,0.089278,0.765555,0.739406,0.069714,0.190730,0.095922,0.049731,0.103941,0.098705,0.091606,0.874004,0.092084,0.001119,0.001149,0.002262,0.002213,0.000677,0.000857,0.000881,0.000684,0.000879,0.001588,0.001430,0.091908,80
barrier_certified_energy_composer_v5,drawer_to_pick_transfer,high_barrier,in_distribution,0.750000,0.049535,0.075816,0.771033,0.762848,0.058016,0.184166,0.083759,0.043813,0.091080,0.075193,0.070286,0.904857,0.095487,0.001050,0.001217,0.002592,0.002524,0.000616,0.000802,0.000897,0.000787,0.000849,0.001700,0.001532,0.095156,80
barrier_certified_energy_composer_v5,drawer_to_pick_transfer,high_barrier,long_horizon_chain,0.862500,0.056004,0.083385,0.768133,0.745239,0.065142,0.190120,0.087891,0.047167,0.098457,0.087384,0.080027,0.986058,0.075940,0.001062,0.001158,0.002524,0.001804,0.000584,0.000836,0.000972,0.000638,0.000929,0.001654,0.001376,0.075835,80
barrier_certified_energy_composer_v5,drawer_to_pick_transfer,high_barrier,new_skill_pair,0.800000,0.054562,0.079652,0.770592,0.753707,0.062856,0.186315,0.086732,0.045837,0.095453,0.083354,0.077615,0.936031,0.088207,0.001167,0.001149,0.002084,0.002335,0.000584,0.000853,0.000992,0.000579,0.000826,0.001472,0.001595,0.087972,80
barrier_certified_energy_composer_v5,drawer_to_pick_transfer,high_barrier,shifted_objects,0.862500,0.055084,0.081578,0.770601,0.750076,0.064041,0.187302,0.089789,0.046759,0.097568,0.084970,0.078928,0.991721,0.075940,0.001077,0.001199,0.002017,0.002435,0.000738,0.000904,0.001026,0.000596,0.000760,0.001470,0.001464,0.076254,80
barrier_certified_energy_composer_v5,drawer_to_pick_transfer,narrow_basin,combined_stress,0.812500,0.055134,0.065415,0.770053,0.751866,0.055199,0.187169,0.087220,0.045686,0.094491,0.075879,0.070879,0.966489,0.086071,0.001048,0.001095,0.002688,0.002007,0.000649,0.000882,0.000900,0.000657,0.000818,0.001616,0.001375,0.086107,80
barrier_certified_energy_composer_v5,drawer_to_pick_transfer,narrow_basin,in_distribution,0.850000,0.041678,0.051101,0.772478,0.772824,0.042738,0.180539,0.076502,0.038675,0.082927,0.053064,0.050481,1.058952,0.078740,0.001045,0.001143,0.002101,0.002055,0.000646,0.000839,0.000956,0.000560,0.000887,0.001655,0.001405,0.078773,80
barrier_certified_energy_composer_v5,drawer_to_pick_transfer,narrow_basin,long_horizon_chain,0.750000,0.048306,0.059459,0.772163,0.758589,0.049319,0.187015,0.080974,0.042853,0.089931,0.064425,0.061577,0.928472,0.095487,0.000971,0.001187,0.002121,0.002177,0.000635,0.000874,0.000787,0.000653,0.000964,0.001465,0.001380,0.095483,80
barrier_certified_energy_composer_v5,drawer_to_pick_transfer,narrow_basin,new_skill_pair,0.825000,0.046716,0.057508,0.768680,0.767824,0.046411,0.182478,0.081278,0.040579,0.087048,0.062130,0.058598,1.013624,0.083789,0.001309,0.001133,0.001991,0.002427,0.000565,0.000779,0.001024,0.000582,0.000895,0.001883,0.001638,0.083724,80
barrier_certified_energy_composer_v5,drawer_to_pick_transfer,narrow_basin,shifted_objects,0.712500,0.048588,0.058262,0.768860,0.765285,0.048626,0.184878,0.082072,0.041808,0.088525,0.064259,0.060514,0.894113,0.099805,0.001097,0.000993,0.002263,0.002368,0.000696,0.000908,0.000979,0.000665,0.000780,0.001509,0.001383,0.099806,80
barrier_certified_energy_composer_v5,drawer_to_pick_transfer,nominal,combined_stress,0.812500,0.033116,0.052214,0.781937,0.759392,0.043274,0.185367,0.070783,0.039388,0.084319,0.044819,0.041979,1.027311,0.086071,0.001016,0.001087,0.001958,0.002354,0.000618,0.000816,0.000851,0.000635,0.000930,0.001447,0.001464,0.085949,80
barrier_certified_energy_composer_v5,drawer_to_pick_transfer,nominal,in_distribution,0.875000,0.018534,0.040104,0.787621,0.782684,0.031070,0.177584,0.059419,0.032704,0.071139,0.021349,0.021243,1.146039,0.072929,0.001166,0.001105,0.002288,0.002295,0.000666,0.000888,0.000972,0.000671,0.000795,0.001480,0.001455,0.073065,80
barrier_certified_energy_composer_v5,drawer_to_pick_transfer,nominal,long_horizon_chain,0.775000,0.025475,0.047101,0.784972,0.764763,0.038562,0.183280,0.063478,0.037731,0.079771,0.034202,0.032026,1.013430,0.092084,0.001098,0.001043,0.001824,0.002588,0.000655,0.000865,0.001041,0.000626,0.000941,0.001386,0.001311,0.092169,80
barrier_certified_energy_composer_v5,drawer_to_pick_transfer,nominal,new_skill_pair,0.887500,0.024382,0.043443,0.784074,0.775606,0.035358,0.179757,0.063024,0.035034,0.076232,0.030302,0.028058,1.139014,0.069679,0.001162,0.001011,0.002303,0.002119,0.000719,0.000913,0.000958,0.000641,0.000859,0.001732,0.001515,0.069942,80
barrier_certified_energy_composer_v5,drawer_to_pick_transfer,nominal,shifted_objects,0.850000,0.027527,0.045400,0.785206,0.771860,0.036950,0.181130,0.064465,0.035827,0.077290,0.034216,0.033794,1.093252,0.078740,0.001073,0.001135,0.002043,0.002497,0.000671,0.000802,0.000989,0.000603,0.000750,0.001412,0.001471,0.078783,80
barrier_certified_energy_composer_v5,drawer_to_pick_transfer,nonconvex_energy,combined_stress,0.762500,0.076156,0.084090,0.747008,0.739779,0.070446,0.190380,0.122535,0.052474,0.105786,0.109257,0.101962,0.834203,0.093841,0.001134,0.001054,0.002385,0.002102,0.000706,0.000859,0.000828,0.000521,0.000779,0.001547,0.001648,0.093709,80
barrier_certified_energy_composer_v5,drawer_to_pick_transfer,nonconvex_energy,in_distribution,0.812500,0.062546,0.071785,0.751204,0.763163,0.057690,0.183367,0.111809,0.046419,0.094497,0.087450,0.081459,0.938713,0.086071,0.001026,0.000963,0.002041,0.002216,0.000682,0.000875,0.001113,0.000692,0.000903,0.001209,0.001340,0.086334,80
barrier_certified_energy_composer_v5,drawer_to_pick_transfer,nonconvex_energy,long_horizon_chain,0.787500,0.068522,0.078138,0.747425,0.742396,0.065728,0.189275,0.116716,0.050383,0.102470,0.097775,0.091642,0.880989,0.090208,0.001119,0.001080,0.002063,0.002308,0.000677,0.000810,0.000841,0.000659,0.000976,0.001464,0.001465,0.090511,80
barrier_certified_energy_composer_v5,drawer_to_pick_transfer,nonconvex_energy,new_skill_pair,0.862500,0.067534,0.076344,0.748989,0.753713,0.062274,0.185487,0.115977,0.049019,0.099083,0.095261,0.088501,0.968061,0.075940,0.001042,0.001102,0.002539,0.002061,0.000574,0.000676,0.000874,0.000669,0.000906,0.001521,0.001510,0.075998,80
barrier_certified_energy_composer_v5,drawer_to_pick_transfer,nonconvex_energy,shifted_objects,0.825000,0.068864,0.078025,0.748310,0.751556,0.063157,0.187327,0.117115,0.048719,0.099960,0.097337,0.091754,0.925321,0.083789,0.001189,0.001026,0.002235,0.002301,0.000657,0.000921,0.000902,0.000740,0.000805,0.001534,0.001636,0.083602,80
barrier_certified_energy_composer_v5,drawer_to_pick_transfer,partial_observability,combined_stress,0.687500,0.070095,0.084336,0.757674,0.735259,0.070827,0.190567,0.114278,0.051115,0.104866,0.102827,0.095664,0.770554,0.102212,0.001020,0.000939,0.002128,0.001975,0.000682,0.000889,0.001094,0.000550,0.000777,0.001588,0.001383,0.102143,80
barrier_certified_energy_composer_v5,drawer_to_pick_transfer,partial_observability,in_distribution,0.787500,0.057794,0.070206,0.763958,0.757521,0.059062,0.183538,0.102649,0.045178,0.093183,0.081347,0.075715,0.925203,0.090208,0.001028,0.001346,0.002103,0.002129,0.000666,0.000863,0.000941,0.000780,0.000884,0.001676,0.001471,0.090369,80
barrier_certified_energy_composer_v5,drawer_to_pick_transfer,partial_observability,long_horizon_chain,0.825000,0.062694,0.076956,0.763525,0.739543,0.065523,0.188786,0.107173,0.048780,0.101196,0.090862,0.084074,0.934477,0.083789,0.001118,0.000915,0.002470,0.002045,0.000613,0.000854,0.000820,0.000658,0.000932,0.001503,0.001472,0.083956,80
barrier_certified_energy_composer_v5,drawer_to_pick_transfer,partial_observability,new_skill_pair,0.862500,0.061720,0.073487,0.762445,0.750469,0.062890,0.186432,0.107556,0.046790,0.097448,0.087624,0.081642,0.983165,0.075940,0.001015,0.001084,0.002208,0.002428,0.000742,0.000944,0.000991,0.000641,0.000883,0.001679,0.001499,0.076006,80
barrier_certified_energy_composer_v5,drawer_to_pick_transfer,partial_observability,shifted_objects,0.775000,0.064002,0.075717,0.759306,0.745884,0.063988,0.186716,0.108431,0.047578,0.098650,0.090975,0.086242,0.887430,0.092084,0.001088,0.001086,0.001824,0.002510,0.000633,0.000826,0.001030,0.000574,0.000837,0.001417,0.001484,0.091865,80
barrier_certified_energy_composer_v5,mobile_push_then_grasp,combined_seam_stress,combined_stress,0.762500,0.097553,0.119072,0.735348,0.710457,0.098858,0.195624,0.157304,0.063130,0.125144,0.153858,0.140558,0.719918,0.093841,0.001046,0.001044,0.002457,0.002306,0.000639,0.000846,0.000797,0.000638,0.000810,0.001747,0.001532,0.093678,80
barrier_certified_energy_composer_v5,mobile_push_then_grasp,combined_seam_stress,in_distribution,0.712500,0.091942,0.109416,0.738376,0.732979,0.090075,0.189612,0.146766,0.057198,0.116702,0.140954,0.129782,0.709885,0.099805,0.001015,0.001059,0.002257,0.002055,0.000642,0.000816,0.000890,0.000722,0.000807,0.001365,0.001368,0.099605,80
barrier_certified_energy_composer_v5,mobile_push_then_grasp,combined_seam_stress,long_horizon_chain,0.825000,0.097006,0.117113,0.739348,0.716048,0.096674,0.195220,0.150023,0.061863,0.123782,0.150953,0.139639,0.793949,0.083789,0.001084,0.001133,0.002007,0.002405,0.000579,0.000845,0.000816,0.000641,0.000828,0.001503,0.001685,0.083807,80
barrier_certified_energy_composer_v5,mobile_push_then_grasp,combined_seam_stress,new_skill_pair,0.700000,0.094635,0.113066,0.738328,0.726893,0.093930,0.191182,0.150367,0.059689,0.120523,0.146781,0.135891,0.682383,0.101054,0.001078,0.001135,0.002146,0.002111,0.000627,0.000792,0.000898,0.000650,0.000931,0.001520,0.001474,0.101174,80
barrier_certified_energy_composer_v5,mobile_push_then_grasp,combined_seam_stress,shifted_objects,0.725000,0.095388,0.114482,0.738232,0.723681,0.094557,0.192374,0.151536,0.060663,0.120731,0.147681,0.137346,0.702603,0.098464,0.000976,0.001313,0.001978,0.002201,0.000723,0.000813,0.000934,0.000747,0.001003,0.001572,0.001338,0.098763,80
barrier_certified_energy_composer_v5,mobile_push_then_grasp,contact_mode_transition,combined_stress,0.787500,0.073562,0.089413,0.755861,0.731872,0.075672,0.192271,0.111305,0.053140,0.108046,0.109684,0.102393,0.856430,0.090208,0.001160,0.001107,0.001834,0.002447,0.000695,0.000855,0.000842,0.000585,0.000860,0.001536,0.001625,0.090430,80
barrier_certified_energy_composer_v5,mobile_push_then_grasp,contact_mode_transition,in_distribution,0.800000,0.058584,0.077155,0.762246,0.754242,0.062308,0.184516,0.099704,0.047207,0.096885,0.087349,0.079963,0.926085,0.088207,0.000980,0.001020,0.001958,0.002137,0.000549,0.001002,0.000888,0.000740,0.000818,0.001554,0.001468,0.087985,80
barrier_certified_energy_composer_v5,mobile_push_then_grasp,contact_mode_transition,long_horizon_chain,0.862500,0.063543,0.084058,0.760969,0.737369,0.069825,0.190457,0.103660,0.050315,0.103396,0.096558,0.089542,0.959805,0.075940,0.000952,0.001218,0.002189,0.002179,0.000608,0.000847,0.000929,0.000596,0.000855,0.001520,0.001465,0.076189,80
barrier_certified_energy_composer_v5,mobile_push_then_grasp,contact_mode_transition,new_skill_pair,0.887500,0.063519,0.082159,0.759796,0.747968,0.066926,0.187169,0.104800,0.049183,0.100844,0.095063,0.087001,0.993252,0.069679,0.001171,0.001125,0.001857,0.002168,0.000742,0.000917,0.000939,0.000544,0.000864,0.001641,0.001554,0.069707,80
barrier_certified_energy_composer_v5,mobile_push_then_grasp,contact_mode_transition,shifted_objects,0.787500,0.064692,0.083104,0.761149,0.744622,0.068470,0.188046,0.104863,0.049674,0.101846,0.097212,0.089469,0.888700,0.090208,0.001160,0.001094,0.002178,0.002266,0.000704,0.000869,0.001034,0.000690,0.000974,0.001683,0.001658,0.090254,80
barrier_certified_energy_composer_v5,mobile_push_then_grasp,dynamics_mismatch,combined_stress,0.725000,0.079561,0.099359,0.755208,0.722151,0.084638,0.192253,0.128392,0.056175,0.113784,0.122564,0.112967,0.757924,0.098464,0.001138,0.001116,0.002208,0.002480,0.000642,0.000901,0.000870,0.000640,0.000975,0.001459,0.001464,0.098451,80
barrier_certified_energy_composer_v5,mobile_push_then_grasp,dynamics_mismatch,in_distribution,0.837500,0.066560,0.087467,0.761428,0.743525,0.071770,0.185286,0.117685,0.050232,0.102451,0.100624,0.093616,0.924155,0.081351,0.001117,0.001274,0.002212,0.002286,0.000640,0.000913,0.000972,0.000648,0.000832,0.001558,0.001491,0.081700,80
barrier_certified_energy_composer_v5,mobile_push_then_grasp,dynamics_mismatch,long_horizon_chain,0.725000,0.073031,0.094715,0.757254,0.724686,0.079298,0.191019,0.121809,0.053845,0.109629,0.112400,0.103790,0.779451,0.098464,0.001083,0.000894,0.002348,0.002052,0.000681,0.000982,0.000931,0.000614,0.000998,0.001608,0.001599,0.098124,80
barrier_certified_energy_composer_v5,mobile_push_then_grasp,dynamics_mismatch,new_skill_pair,0.862500,0.070845,0.091073,0.758051,0.736853,0.076713,0.187924,0.121737,0.052209,0.105730,0.107564,0.098986,0.930440,0.075940,0.001159,0.001017,0.002381,0.002273,0.000610,0.000939,0.000876,0.000675,0.000907,0.001631,0.001442,0.075807,80
barrier_certified_energy_composer_v5,mobile_push_then_grasp,dynamics_mismatch,shifted_objects,0.762500,0.072611,0.093359,0.757212,0.734202,0.077942,0.189394,0.123383,0.052774,0.108296,0.111741,0.102690,0.822897,0.093841,0.001165,0.001081,0.002252,0.002323,0.000640,0.000725,0.001019,0.000604,0.000751,0.001434,0.001468,0.094308,80
